Event,Site,Date,Round,White,Black,Result,FinalFEN
FICS rated standard game,FICS freechess.org,2023.01.13,?,GreenArtifex,blore,0-1,2rq1rk1/1p3ppp/p2p4/8/2n1PPbb/1PNQ4/P1N1K2P/R4B1R w - - 0 21
FICS rated standard game,FICS freechess.org,2023.01.13,?,Notarious,konozrout,1-0,r2qrk2/1p2ppQ1/3p4/pN3B2/2bn4/4B1RP/PP4P1/1R4K1 b - - 0 32
FICS rated standard game,FICS freechess.org,2023.01.13,?,GoldBarMM,pikozrout,1-0,8/1p2r2p/1P1k2p1/8/5R2/2B2BP1/1P3PKP/r7 b - - 8 39
FICS rated standard game,FICS freechess.org,2023.01.13,?,ArasanX,exeComp,1/2-1/2,8/4k3/7P/7K/8/8/5R2/6r1 b - - 38 103
FICS rated standard game,FICS freechess.org,2023.01.13,?,MichaelOgbeide,ChessRotull,1-0,8/8/8/1K6/5b2/5P2/7p/5Q1k b - - 1 59
FICS rated standard game,FICS freechess.org,2023.01.13,?,playoften,MichaelOgbeide,0-1,8/6k1/7p/6p1/2P5/3rPKR1/r5P1/8 w - - 0 44
FICS rated standard game,FICS freechess.org,2023.01.13,?,GoldBarMM,konozrout,1-0,5Qk1/pn5p/1p2p1pB/8/n1P5/8/PP3R1P/7K b - - 2 33
FICS rated standard game,FICS freechess.org,2023.01.13,?,blore,rodnojo,1-0,1r6/3P4/2K5/5kP1/1p6/1P6/2P1R3/8 b - - 0 62
FICS rated standard game,FICS freechess.org,2023.01.13,?,konozrout,GoldBarMM,0-1,3n3k/pN4pp/8/4P2r/6q1/4b3/PP3P2/2R1K3 w - - 0 33
FICS rated standard game,FICS freechess.org,2023.01.13,?,Wilksc,exeComp,0-1,5rk1/p4p1p/2n1p1p1/3p2bN/2p3Q1/2Pb4/P5PP/R1RK1q2 w - - 0 27
FICS rated standard game,FICS freechess.org,2023.01.13,?,rodnojo,blore,1-0,1r3r2/5pkp/8/p3P1Q1/Pnn5/8/5P1P/1R5K b - - 1 31
FICS rated standard game,FICS freechess.org,2023.01.13,?,GoldBarMM,konozrout,1-0,5rk1/2p2p2/3pbQ1B/1p2p3/1P2p3/6KP/R5P1/8 b - - 0 25
FICS rated standard game,FICS freechess.org,2023.01.13,?,Dartsidious,StickyPawn,0-1,r5k1/ppp3b1/3p3p/3Pp2r/1PP1R1q1/5N1n/P1Q3P1/R4BK1 w - - 4 27
FICS rated standard game,FICS freechess.org,2023.01.13,?,blore,rodnojo,1-0,2r2k1r/p2b2pp/3Ppp2/2P5/1P6/8/P4PKP/R1B2R2 b - - 0 21
FICS rated standard game,FICS freechess.org,2023.01.13,?,konozrout,GoldBarMM,0-1,8/8/4pk2/3p1P2/3PPK1P/1P3P2/8/5nrr w - - 1 53
FICS rated standard game,FICS freechess.org,2023.01.13,?,MichailovA,GreenArtifex,1/2-1/2,7R/8/8/8/5k2/8/r6p/5K2 b - - 1 66
FICS rated standard game,FICS freechess.org,2023.01.13,?,GoldBarMM,konozrout,1-0,r1r5/3qkRp1/1pp3Q1/pB2p1N1/3P4/3Pp2P/PP2K1P1/8 b - - 2 27
FICS rated standard game,FICS freechess.org,2023.01.13,?,rodnojo,kunde,0-1,r6k/2p2rpp/p1Pq1p1n/1p1N4/5P2/1P6/1PP3Q1/2KR2R1 b - - 1 27
FICS rated standard game,FICS freechess.org,2023.01.13,?,kunde,rodnojo,1-0,1rb2rk1/R6Q/3p1q2/3Pppb1/2Np4/1P1P3B/6PP/5RK1 b - - 3 25
FICS rated standard game,FICS freechess.org,2023.01.13,?,rodnojo,kunde,1-0,6k1/5pp1/2q2bp1/pR1r4/P1pPQ3/2P3BP/5PPK/8 b - - 8 36
FICS rated standard game,FICS freechess.org,2023.01.13,?,exeComp,ArasanX,1/2-1/2,8/8/8/8/8/3k1K2/7b/8 w - - 0 131
FICS rated standard game,FICS freechess.org,2023.01.13,?,kunde,Slek,1/2-1/2,8/8/8/8/8/6B1/7k/5K2 b - - 0 72
FICS rated standard game,FICS freechess.org,2023.01.13,?,Slek,kunde,1-0,8/1p1k4/2b5/P1KB1pp1/3Pp3/4P1P1/5P2/8 b - - 0 40
FICS rated standard game,FICS freechess.org,2023.01.13,?,kunde,Slek,1-0,8/8/8/k7/p7/7r/KR6/8 b - - 20 69
FICS rated standard game,FICS freechess.org,2023.01.13,?,StickyPawn,Boobyslegacy,1-0,r1bqkb1r/pppnp2p/4Nnp1/3p1pB1/8/2NP4/PPP1PPPP/R2QKB1R b KQkq - 1 6
FICS rated standard game,FICS freechess.org,2023.01.13,?,konozrout,SEPry,0-1,Q1b1r1k1/5p2/2p4p/1pb3p1/8/7q/PP5K/2BRR3 w - - 2 36
FICS rated standard game,FICS freechess.org,2023.01.13,?,kunde,Slek,0-1,8/p7/8/P7/1kp5/8/1K6/8 w - - 6 77
FICS rated standard game,FICS freechess.org,2023.01.13,?,SEPry,konozrout,1-0,5k2/2r1q2N/pp1Qp1pP/1B1p1pB1/PP6/7r/5P1P/R5K1 b - - 0 36
FICS rated standard game,FICS freechess.org,2023.01.13,?,Slek,kunde,1-0,1Q3Q2/7k/6p1/2P4p/3n3P/6P1/3q2BK/8 b - - 0 47
FICS rated standard game,FICS freechess.org,2023.01.13,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1B1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.13,?,VictoriaBot,GaiusGracchus,0-1,2r2bk1/5pp1/4p1p1/2r3Pn/3qP1QP/8/2p1BP2/R4R1K w - - 4 37
FICS rated standard game,FICS freechess.org,2023.01.13,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1B1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.13,?,konozrout,GonzalesZS,1-0,k7/8/P2p1p1p/1N1P2p1/6P1/8/5P1P/5K2 b - - 0 37
FICS rated standard game,FICS freechess.org,2023.01.13,?,VictoriaBot,GaiusGracchus,0-1,2r2bk1/5pp1/4p1p1/2r3Pn/3qP1QP/8/2p1BP2/R4R1K w - - 4 37
FICS rated standard game,FICS freechess.org,2023.01.13,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1Q1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.13,?,VictoriaBot,GaiusGracchus,0-1,2r2bk1/5pp1/4p1p1/2r3Pn/3qP1QP/8/2p1BP2/R4R1K w - - 4 37
FICS rated standard game,FICS freechess.org,2023.01.13,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1B1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.13,?,GonzalesZS,konozrout,0-1,r3k2r/pp2pp1p/2b3pb/2P3q1/3Qn3/P1P2nPP/3PNP2/RNB1K2R w KQkq - 2 17
FICS rated standard game,FICS freechess.org,2023.01.13,?,konozrout,GonzalesZS,1-0,8/8/8/1pp2k1P/1P1p1P2/2PK4/8/8 b - - 0 45
FICS rated standard game,FICS freechess.org,2023.01.13,?,GonzalesZS,konozrout,0-1,r5k1/ppp2ppp/2n5/8/PP1P4/NQP2pPq/4rP1P/R4RK1 w - - 3 19
FICS rated standard game,FICS freechess.org,2023.01.13,?,konozrout,GonzalesZS,1-0,3Q4/p3rkp1/4p1r1/2P5/1P1P1q2/4R1P1/P7/5RK1 b - - 1 36
FICS rated standard game,FICS freechess.org,2023.01.13,?,kunde,Betin,1/2-1/2,8/8/1p6/p1p2k2/P1P5/1P2K3/8/8 w - - 5 56
FICS rated standard game,FICS freechess.org,2023.01.13,?,GonzalesZS,konozrout,0-1,rn2k2r/p4ppp/2p5/3pB3/1b6/3bP3/3N1PPP/1q2K2R w Kkq - 0 17
FICS rated standard game,FICS freechess.org,2023.01.13,?,GonzalesZS,exeComp,1-0,2r3k1/p2pbr2/4p2p/np1qPpp1/3PNP2/P1P3PK/1BQ1R2P/6R1 b - - 1 24
FICS rated standard game,FICS freechess.org,2023.01.13,?,Betin,Slek,1-0,5rk1/pp1Q1p1p/6p1/4b3/4q3/5N1P/PP3PP1/4R1K1 b - - 1 22
FICS rated standard game,FICS freechess.org,2023.01.13,?,exeComp,GonzalesZS,1-0,r1q2knr/1np1b1p1/pp1pN2p/3P3Q/1P6/P2B3P/5PP1/R1B1R1K1 b - - 3 21
FICS rated standard game,FICS freechess.org,2023.01.13,?,MichailovA,Betin,1-0,8/p6p/4P1pb/2K2k2/5Pp1/8/PP2R2P/8 b - - 0 35
FICS rated standard game,FICS freechess.org,2023.01.13,?,paire,blore,1-0,3rr2k/5R2/2p3Qp/1p1pP1b1/p2q4/P5P1/BP5P/4R2K b - - 1 35
FICS rated standard game,FICS freechess.org,2023.01.13,?,Betin,MichailovA,0-1,8/6k1/7p/5p2/1pP5/6P1/5P1P/6K1 w - - 0 36
FICS rated standard game,FICS freechess.org,2023.01.13,?,HappyPawns,kamenozrout,1-0,8/5k2/2p5/4PK1P/8/8/8/8 b - - 2 60
FICS rated standard game,FICS freechess.org,2023.01.13,?,hastrman,JaiMan,1-0,2q3k1/5p1p/6p1/6P1/4Q3/3N2K1/8/8 b - - 28 99
FICS rated standard game,FICS freechess.org,2023.01.13,?,JaiMan,hastrman,1/2-1/2,8/4k3/8/8/8/3n2N1/8/6K1 w - - 0 60
FICS rated standard game,FICS freechess.org,2023.01.13,?,hastrman,JaiMan,1-0,5r2/3PBpk1/6p1/8/2p5/5B2/P1P3KP/8 b - - 2 32
FICS rated standard game,FICS freechess.org,2023.01.13,?,JaiMan,hastrman,0-1,1R6/3q2kp/5pp1/4p3/1Q6/7r/2r3PK/8 w - - 0 49
FICS rated standard game,FICS freechess.org,2023.01.12,?,blore,Betin,1-0,7k/7p/6p1/8/8/1B5P/PP1p2PK/3Rr3 w - - 0 41
FICS rated standard game,FICS freechess.org,2023.01.12,?,StickyPawn,Aromas,1-0,4Q1k1/p4R2/6p1/1p2b1q1/2ppP3/P2P2p1/1PP5/5RK1 b - - 2 34
FICS rated standard game,FICS freechess.org,2023.01.12,?,hastrman,Najma,1-0,8/7p/2pr2pk/R7/1P1N4/P2n2KP/4N3/8 b - - 0 30
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,Betin,1-0,r5R1/ppP2p2/7p/2q5/5PQk/1P6/P1P4p/1K6 b - - 7 35
FICS rated standard game,FICS freechess.org,2023.01.12,?,GriffySr,Najma,1-0,4Q3/5pbk/6p1/2p4p/2P5/r5P1/5PKP/8 b - - 0 36
FICS rated standard game,FICS freechess.org,2023.01.12,?,BlackDemon,exeComp,0-1,1b6/8/8/8/2q3k1/1K6/P7/2q5 w - - 3 80
FICS rated standard game,FICS freechess.org,2023.01.12,?,exeComp,BlackDemon,1/2-1/2,8/2p3k1/1p6/p1p1PPN1/P1Pr3R/8/1r2KB2/8 w - - 10 91
FICS rated standard game,FICS freechess.org,2023.01.12,?,joddle,Aromas,1-0,8/p5R1/2b1p2Q/3p4/2r4k/8/P4P2/5K2 b - - 0 40
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,joddle,0-1,r4r1k/ppp3pp/1bn5/3B1p2/5p2/2P3qP/PP1Q1P2/3R1RK1 w - - 0 23
FICS rated standard game,FICS freechess.org,2023.01.12,?,BlackDemon,VirtualFox,1-0,8/8/8/7b/3K4/5kP1/8/8 b - - 1 53
FICS rated standard game,FICS freechess.org,2023.01.12,?,joddle,Aromas,1-0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,r5k1/1b1n2bp/pq1pN1p1/1p6/1P2P3/P1N2r2/2P2PPP/3RR1K1 w - - 0 20
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,r1b2rk1/pp4bp/2n4n/1B1N2pP/8/P3PNq1/1PP3P1/R2Q1K1R w - - 8 17
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,2kr1bnr/1pp2ppp/p1n5/4Pb2/8/1KP2P2/PP4PP/RNB2BNR w - - 0 10
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,r7/1bq1ppk1/p2p1N2/4nP2/1pP5/6P1/PPB2P2/R2QR1Kr w - - 1 24
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,r3r3/3b1kb1/p2p1qp1/1p6/2ppP1P1/4nQ2/PP1NBN2/R3K2R w - - 6 25
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,r1r5/p2npkbp/3p1n2/q2P4/1pb5/1Q2BP2/PPP1N1P1/1K1R1BNR w - - 0 18
FICS rated standard game,FICS freechess.org,2023.01.12,?,BlackDemon,exeComp,1/2-1/2,8/Q7/3p2pk/3P1q2/4p2p/5n1P/5P2/3R1K2 w - - 8 65
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,r1b2rk1/pp3pq1/2n4p/3p4/6pP/5N2/P1PN1QPB/5BK1 w - - 0 19
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,r3k2r/p2n1p2/1qp1b2p/2b1p1p1/1p2P3/3B1P2/PPPQN1PP/1NKR3R w kq - 4 16
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,r4rk1/p3b1p1/4pp2/1npb3Q/1p5P/qP1P1NP1/P1P3P1/1K1R1B1R w - - 3 23
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,r6k/ppp3bp/3pP3/4p1qP/4P1n1/1BPQ2P1/PP2KrP1/R6R w - - 5 20
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,r3k2r/pp2bppp/2b1p3/2qpPnN1/8/1R4B1/P2N1PPP/3Q1RK1 w kq - 2 17
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,2kr1bnr/ppp3q1/2n1b3/1N2p3/P4ppN/3P2B1/1PP1BPP1/R2QR1K1 w - - 0 17
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,2r3k1/pp3r2/3p2Np/3PpbbP/6P1/1QB5/PP1R4/1qKR4 w - - 5 28
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,r5k1/pbpp2pp/p3p3/4N1q1/3P4/7Q/PPP3rP/1K1R3R w - - 2 17
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDStock,0-1,6k1/ppp4p/4p2P/3p4/8/1KPnB3/PP3q2/8 w - - 0 33
FICS rated standard game,FICS freechess.org,2023.01.12,?,exeComp,BlackDemon,1-0,r3k1nr/1p1QP3/1p2BqNp/2p2p2/P7/2P3p1/2P2PPP/3RR1K1 b kq - 1 27
FICS rated standard game,FICS freechess.org,2023.01.12,?,VictoriaBot,GaiusGracchus,1-0,1br3k1/1R3pp1/4p1p1/6P1/2B1QPnP/6K1/8/8 b - - 0 57
FICS rated standard game,FICS freechess.org,2023.01.12,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1Q1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.12,?,VictoriaBot,GaiusGracchus,0-1,4rbk1/5pp1/4p1p1/6Pn/3qP1QP/2r5/2p1BP2/R4R1K w - - 4 37
FICS rated standard game,FICS freechess.org,2023.01.12,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1B1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.12,?,VictoriaBot,GaiusGracchus,1-0,6Q1/1P3p1p/5k2/3r2b1/2K5/8/8/8 b - - 4 56
FICS rated standard game,FICS freechess.org,2023.01.12,?,Boobyslegacy,KnightMeKing,1-0,3rn3/p4Q1k/2P3pp/q3B3/3PB2P/P7/5PK1/8 b - - 1 45
FICS rated standard game,FICS freechess.org,2023.01.12,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1B1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.12,?,GriffySr,Najma,1-0,2r3k1/8/7p/1Pb1PK2/p1P5/7P/P7/2R5 b - - 0 39
FICS rated standard game,FICS freechess.org,2023.01.12,?,Najma,GriffySr,1-0,r2qrk2/ppp2p2/4b2Q/3pPp2/8/2P5/PP1B1KP1/R4N1R b - - 2 20
FICS rated standard game,FICS freechess.org,2023.01.12,?,GriffyJr,family,1-0,4Q2k/8/6K1/8/8/8/8/8 b - - 8 78
FICS rated standard game,FICS freechess.org,2023.01.12,?,GriffySr,Najma,1-0,6k1/3R2b1/4p1pp/2p1Pn2/1p2nP2/1P5P/2P3P1/B1N3K1 b - - 0 31
FICS rated standard game,FICS freechess.org,2023.01.12,?,rodnojo,Aromas,0-1,2r2rk1/5qpp/pb1p4/1p1Pp3/4P3/P1BBnPPR/1P4K1/1R1Q4 w - - 23 33
FICS rated standard game,FICS freechess.org,2023.01.12,?,Najma,GriffySr,1-0,r2qrk2/ppp2p2/4b2Q/3pPp2/8/2P5/PP1B1KP1/R4N1R b - - 2 20
FICS rated standard game,FICS freechess.org,2023.01.12,?,GriffySr,Najma,1-0,rnbqkbnr/5Q1p/2ppp1p1/1p4N1/4P3/1p6/PPPP1PPP/RNB1K2R b KQkq - 0 9
FICS rated standard game,FICS freechess.org,2023.01.12,?,ArasanX,exeComp,1/2-1/2,8/8/1B6/8/8/3k4/8/6K1 b - - 0 83
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,rodnojo,0-1,1Q6/pp3pk1/3p3p/2nP4/2Pb1P2/1P3qBP/P7/5K2 w - - 7 30
FICS rated standard game,FICS freechess.org,2023.01.12,?,rodnojo,Aromas,1-0,8/Q7/1kp1r2p/R2p2pK/6P1/2P5/7P/3q4 b - - 0 42
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDThor,1-0,3R4/8/8/8/2k1K3/8/8/8 b - - 6 68
FICS rated standard game,FICS freechess.org,2023.01.12,?,exeComp,ArasanX,1/2-1/2,1rr3k1/3q1p2/p6Q/3pp3/P5p1/1P5P/3N4/5RK1 w - - 8 34
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDThor,0-1,r1b2rk1/pp3pp1/2p5/4p1NP/2PP3Q/2b5/1q3PP1/RK5R w - - 0 24
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,IFDThor,0-1,5r1k/ppp1q3/6Q1/3p4/3P4/P1P5/5P1r/2K3R1 w - - 0 26
FICS rated standard game,FICS freechess.org,2023.01.12,?,IFDThor,Aromas,1-0,8/p5Q1/6k1/2P1Bp1p/P2P4/4P2p/1r4rP/7K b - - 8 44
FICS rated standard game,FICS freechess.org,2023.01.12,?,konozrout,SEPry,1-0,8/1k6/5b2/1PP5/7p/3KB3/5PP1/8 b - - 2 43
FICS rated standard game,FICS freechess.org,2023.01.12,?,ArasanX,Notarious,1/2-1/2,8/8/p1p2k2/P1Pp1p1K/1P1PpP2/4P3/7n/2B5 b - - 17 56
FICS rated standard game,FICS freechess.org,2023.01.12,?,blore,kunde,1/2-1/2,8/8/5kn1/8/3K2P1/8/8/8 w - - 0 55
FICS rated standard game,FICS freechess.org,2023.01.12,?,kunde,blore,0-1,r1bq1rk1/1p5p/p1p1ppBQ/4n1B1/2P5/2P5/P4PPP/R4RK1 b - - 0 15
FICS rated standard game,FICS freechess.org,2023.01.12,?,MichailovA,kunde,0-1,8/p1p2p2/1p3k2/1P1P3P/2P5/1B6/P6r/5K2 w - - 3 48
FICS rated standard game,FICS freechess.org,2023.01.12,?,rodnojo,KayKatz,1-0,r7/1p3B2/3r2p1/p3Q1kp/8/P6P/1PP3PK/8 b - - 4 36
FICS rated standard game,FICS freechess.org,2023.01.12,?,kunde,Aromas,0-1,2r3k1/R4p1p/3p1p2/8/4r3/2p5/P5PP/R6K w - - 0 27
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,kunde,1-0,5rk1/1p3pb1/6p1/p1r3P1/6B1/PP6/3B2P1/1K3R1R b - - 2 27
FICS rated standard game,FICS freechess.org,2023.01.12,?,kunde,Aromas,1-0,3r4/7R/r1p1k3/p1p1PP2/R2pK3/1P1P4/P7/8 b - - 0 46
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,kunde,0-1,8/8/8/3B4/P7/3k4/1K6/6q1 w - - 0 78
FICS rated standard game,FICS freechess.org,2023.01.12,?,HappyPawns,IFDThor,1-0,1Q4k1/p1R3p1/5p1p/2Pp4/5PK1/6P1/PP6/7q b - - 2 41
FICS rated standard game,FICS freechess.org,2023.01.12,?,kunde,Aromas,0-1,r2q1rk1/5ppp/bn2p3/pQ2P3/1b1P1PN1/5N2/4B1PP/R4RK1 w - - 3 22
FICS rated standard game,FICS freechess.org,2023.01.12,?,Notarious,konozrout,1-0,r5k1/2nq3p/3pRPpB/pppn2N1/2B4Q/2P5/6PP/5RK1 b - - 0 28
FICS rated standard game,FICS freechess.org,2023.01.12,?,kunde,dapuntos,1-0,8/1p2K3/2b4R/2P1R2P/1k6/8/8/5r2 b - - 2 61
FICS rated standard game,FICS freechess.org,2023.01.12,?,GonzalesZS,exeComp,0-1,1rb2rk1/p7/6p1/q2pp3/3p4/1P2bPPQ/P1P1N1K1/R7 b - - 3 22
FICS rated standard game,FICS freechess.org,2023.01.12,?,hastrman,JaiMan,1-0,6k1/1r1n1ppb/4p2p/1N1n3P/3PP1P1/5P2/BP1B3R/1R2K3 b - - 0 27
FICS rated standard game,FICS freechess.org,2023.01.12,?,konozrout,Notarious,0-1,5k2/ppp1rp1p/3b4/3P4/3P2r1/2N2p2/PPP2QPq/3R1K2 w - - 0 22
FICS rated standard game,FICS freechess.org,2023.01.12,?,HappyPawns,GriffyJr,1-0,r4b2/1pp2p2/5k2/2pPpN1Q/2P1P3/Pp5B/1P1K4/R7 b - - 0 28
FICS rated standard game,FICS freechess.org,2023.01.12,?,JaiMan,hastrman,0-1,4Q1rk/5p1p/3r1p2/2q1p3/4B3/p2P2B1/1p3PPP/1R5K w - - 4 43
FICS rated standard game,FICS freechess.org,2023.01.12,?,Aromas,macKari,0-1,5rk1/pp3p1p/4p1p1/1b4B1/3bP3/1PrN1P2/6PP/3R1R1K w - - 2 23
FICS rated standard game,FICS freechess.org,2023.01.12,?,Notarious,konozrout,1-0,8/8/3k4/p3p2p/P1K1B2P/8/5P2/8 b - - 0 45
FICS rated standard game,FICS freechess.org,2023.01.12,?,hastrman,JaiMan,1-0,5r1k/6Q1/2p4p/2b1p3/8/2P2q2/PP2p1R1/4R2K b - - 0 37
FICS rated standard game,FICS freechess.org,2023.01.12,?,JaiMan,hastrman,1-0,5k2/2P3p1/1K4Q1/5P1p/8/8/8/8 b - - 0 66
FICS rated standard game,FICS freechess.org,2023.01.12,?,kamenozrout,HappyPawns,0-1,5rk1/pN3ppp/8/5b2/1Q6/P1P1K2n/1P1R4/6q1 w - - 6 34
FICS rated standard game,FICS freechess.org,2023.01.12,?,Slek,GreenArtifex,0-1,1k2r3/ppp2p2/2P2q2/2P5/6n1/3B2P1/P7/1R5K w - - 0 32
FICS rated standard game,FICS freechess.org,2023.01.12,?,hastrman,JaiMan,1-0,5Q2/6pk/3p3p/8/4P3/1qPR2P1/1P5P/1K2R3 w - - 1 44
FICS rated standard game,FICS freechess.org,2023.01.12,?,IFDThor,HappyPawns,0-1,2k3r1/pp3p1p/2pBp1B1/8/P2P2n1/2P1Pp2/3Q1PqP/1R4K1 w - - 1 29
FICS rated standard game,FICS freechess.org,2023.01.12,?,JaiMan,hastrman,0-1,6k1/p1p3pp/5p2/2b5/4r3/2Q3B1/5PPP/1q2rRK1 w - - 0 32
FICS rated standard game,FICS freechess.org,2023.01.12,?,HappyPawns,konozrout,1-0,8/4R2P/2k5/pp5r/5P2/BP6/P4P2/5K2 b - - 2 53
FICS rated standard game,FICS freechess.org,2023.01.12,?,hastrman,JaiMan,1-0,4Q3/8/2Q4p/1p1p2pk/1q2n3/1P5P/KP4P1/4R3 b - - 0 45
FICS rated standard game,FICS freechess.org,2023.01.12,?,exeComp,GonzalesZS,1-0,r2q2kr/p2b4/6p1/1p1Q4/2pN4/P1P5/1P4PP/R1B2RK1 b - - 0 25
FICS rated standard game,FICS freechess.org,2023.01.12,?,Polymorphe,aryanj,0-1,8/5kP1/8/p2K4/8/1P3p2/8/8 w - - 0 49
FICS rated standard game,FICS freechess.org,2023.01.12,?,Fente,pikozrout,0-1,r5k1/1p3ppp/2n1p3/1B1p4/3P4/1Pb1PNPP/5P2/rRB2K2 w - - 8 26
FICS rated standard game,FICS freechess.org,2023.01.12,?,pikozrout,Fente,1-0,2kr3r/pRn1ppbp/B5p1/8/4PP2/4B3/P3KP1P/2R5 b - - 6 18
FICS rated standard game,FICS freechess.org,2023.01.12,?,Notarious,konozrout,1-0,2r1r3/ppp3Q1/7R/2p1nPk1/8/3P4/PPP4P/7K b - - 6 31
FICS rated standard game,FICS freechess.org,2023.01.12,?,GonzalesZS,exeComp,0-1,r1bq1b1k/7p/n1p1p2Q/1p1pPr1p/5P2/PPN3R1/1n4PP/R5K1 w - - 5 25
FICS rated standard game,FICS freechess.org,2023.01.12,?,konozrout,Notarious,0-1,6k1/7p/5p2/8/8/1p1b2PP/1B1KrP2/8 w - - 2 46
FICS rated standard game,FICS freechess.org,2023.01.12,?,exeComp,GonzalesZS,1-0,r1bq1r2/ppp2pk1/2n1p3/4PBN1/3P2Q1/2P5/P4PPP/R1B2RK1 b - - 0 16
FICS rated standard game,FICS freechess.org,2023.01.12,?,GonzalesZS,exeComp,0-1,r4rk1/ppp3pp/3b4/8/7P/P2Pp2P/1PP5/R2QKqN1 w Q - 0 18
FICS rated standard game,FICS freechess.org,2023.01.12,?,IFDThor,HappyPawns,0-1,r5k1/p1p2p1p/1p4p1/3P2B1/P1P5/1r1n1P2/6PP/5R1K w - - 0 26
FICS rated standard game,FICS freechess.org,2023.01.12,?,Notarious,konozrout,1-0,r1r5/1b1n3Q/p3kRn1/1p1p4/8/PN5R/1PP3PP/1K6 b - - 0 31
FICS rated standard game,FICS freechess.org,2023.01.12,?,exeComp,GonzalesZS,1-0,8/pk1b3p/4p1pB/1P1pP3/2pP4/Q1P5/2q1BPP1/R3K3 b Q - 1 26
FICS rated standard game,FICS freechess.org,2023.01.12,?,GonzalesZS,exeComp,0-1,1r3rk1/p3b1pp/4p3/2p2p2/2P2qP1/P4n1P/1PQ2P2/1K1R3R w - - 2 22
FICS rated standard game,FICS freechess.org,2023.01.12,?,HappyPawns,IFDThor,1-0,2r3n1/1p3k1B/3P3R/2R5/2P5/1P6/1K6/8 b - - 0 38
FICS rated standard game,FICS freechess.org,2023.01.12,?,HappyPawns,kamenozrout,1-0,7r/k2Q2pp/p1B5/3p4/1R1N4/q1P5/2P2PPP/6K1 b - - 0 26
FICS rated standard game,FICS freechess.org,2023.01.12,?,JaiMan,hastrman,0-1,8/1pp1n3/p4k2/3K3p/PPPP1p2/7p/4rP2/1R5N w - - 1 39
FICS rated standard game,FICS freechess.org,2023.01.12,?,hastrman,JaiMan,1-0,n4B1k/2p3p1/P4pK1/3P4/4P3/8/8/8 b - - 2 70
