Event,Site,Date,Round,White,Black,Result,FinalFEN
FICS unrated standard game,FICS freechess.org,2023.01.15,?,JohnathanArnott,WGMViktoriaRadeva,1/2-1/2,1k6/pp3pp1/2b1p3/3pP3/1P1P2Pr/2R2PN1/P5K1/8 b - - 0 33
FICS unrated standard game,FICS freechess.org,2023.01.15,?,IMEggleston,ConnorClarke,1-0,6k1/1R6/P7/5KP1/8/8/2r5/8 b - - 0 63
FICS unrated standard game,FICS freechess.org,2023.01.15,?,HarryLi,GMArkell,0-1,2Q5/5p1k/6p1/2NP4/7p/4bP2/P3q2P/7K w - - 6 37
FICS unrated standard game,FICS freechess.org,2023.01.15,?,IMRPert,FMTimPWall,1-0,7k/2R5/5K2/1p2nNP1/2p1r3/P6P/8/8 b - - 0 45
FICS unrated standard game,FICS freechess.org,2023.01.15,?,JeanLucWeller,IMEzraKirk,0-1,1Q6/5qkp/5p2/p5p1/8/P1P5/1K6/8 w - - 1 44
FICS unrated standard game,FICS freechess.org,2023.01.15,?,GMSKWilliams,MPaulTownsend,1/2-1/2,1r4k1/p4ppp/4b3/8/8/q4N2/P1P1QPPP/2R3K1 w - - 4 19
FICS unrated standard game,FICS freechess.org,2023.01.15,?,FMSamChow,GMNPert,0-1,8/pq3pk1/2K5/P7/1r6/1P4p1/2Q5/6R1 w - - 10 55
FICS rated standard game,FICS freechess.org,2023.01.15,?,StickyPawn,MichaelOgbeide,1-0,2kr3r/pp1q1p2/2nN1P2/2p1p3/3p1pQ1/P2P3P/1PP2PB1/R4RK1 b - - 0 23
FICS rated standard game,FICS freechess.org,2023.01.15,?,MichaelOgbeide,StickyPawn,0-1,2k2rr1/8/5p1p/p1Npp3/P4n2/5N1b/2P2RB1/6K1 w - - 0 35
FICS rated standard game,FICS freechess.org,2023.01.15,?,Notarious,IFDStock,1/2-1/2,8/K7/8/2k5/8/8/8/1b6 w - - 0 84
FICS rated standard game,FICS freechess.org,2023.01.15,?,IFDStock,Notarious,0-1,2k1r3/1p6/pp6/5p2/3Np3/P3P3/2P2KP1/8 b - - 1 36
FICS rated standard game,FICS freechess.org,2023.01.15,?,Notarious,IFDStock,1-0,5r1k/p3p3/6rP/5b2/1nBp1b2/N7/PPP2Q2/1K2R3 w - - 0 31
FICS rated standard game,FICS freechess.org,2023.01.15,?,damouno,Aromas,1-0,8/8/8/p2P4/k1N1P1p1/6P1/3K4/8 b - - 0 41
FICS rated standard game,FICS freechess.org,2023.01.15,?,Notarious,carmelovita,1-0,5k1Q/p1r1b1p1/1p1p1pB1/2p5/1nP2P2/4B3/PP5P/1K1R3R b - - 2 30
FICS rated standard game,FICS freechess.org,2023.01.15,?,MichaelOgbeide,blore,1-0,8/8/8/2K5/8/3kR3/2p3r1/2B5 b - - 14 80
FICS rated standard game,FICS freechess.org,2023.01.15,?,damouno,Koosals,1-0,r3k3/pB3p2/4p1r1/5b2/6p1/QPb3P1/P4P2/3R2K1 b - - 0 30
FICS rated standard game,FICS freechess.org,2023.01.15,?,HappyPawns,Notarious,0-1,8/4k3/7p/3b2p1/7P/7K/6q1/8 w - - 0 59
FICS rated standard game,FICS freechess.org,2023.01.15,?,Koosals,damouno,0-1,r6r/3k4/2n1p2p/1p1p1pp1/2pP4/P3PNnP/1P2B1P1/R1R4K w - - 0 23
FICS rated standard game,FICS freechess.org,2023.01.15,?,konozrout,HappyPawns,0-1,8/7k/2b5/1p5p/p1pPp1rP/P1P1Pq2/3B1r2/1R2R1K1 w - - 0 52
FICS rated standard game,FICS freechess.org,2023.01.15,?,damouno,Bkosuta,1-0,1q2k2r/4bp2/p4n1p/2pPP1p1/R1P5/1P4PB/2K5/4QR2 b k - 0 36
FICS rated standard game,FICS freechess.org,2023.01.15,?,KnightMeKing,Slek,0-1,8/8/R4N2/3p4/4p2k/1P2nn1P/P2r4/5K2 w - - 4 38
FICS rated standard game,FICS freechess.org,2023.01.15,?,Slek,KnightMeKing,1-0,r3r3/4P1p1/2b4p/1p2R1k1/1P6/7Q/P4PPP/6K1 b - - 0 29
FICS rated standard game,FICS freechess.org,2023.01.15,?,HappyPawns,foggydew,1-0,1r3k1Q/1q4R1/1b1p4/p1rNp2p/P1P1P2P/1P4P1/6K1/8 b - - 8 42
FICS rated standard game,FICS freechess.org,2023.01.15,?,Slek,siebenstern,1-0,8/7p/5pp1/p7/6R1/7k/1qPK2Q1/q7 b - - 5 44
FICS rated standard game,FICS freechess.org,2023.01.15,?,GriffyJr,HappyPawns,0-1,6k1/1p3pp1/2p4p/p2p1P2/P7/1P2n1P1/2Q3KP/4r3 w - - 2 32
FICS rated standard game,FICS freechess.org,2023.01.15,?,KnightMeKing,blore,1-0,2Q5/k7/3N4/6p1/8/7p/7K/8 b - - 0 63
FICS unrated standard game,FICS freechess.org,2023.01.15,?,TheoKhoury,IMKolbus,1/2-1/2,8/k7/8/8/8/4K3/8/8 w - - 0 69
FICS unrated standard game,FICS freechess.org,2023.01.15,?,WIMJuliannaTerbe,FMSvenPZeidler,1-0,8/1pn5/p1b1pr2/3p2p1/P4k2/2P2P1N/1PB3KP/4R3 b - - 10 40
FICS unrated standard game,FICS freechess.org,2023.01.15,?,FMRajatMakkar,GMDHFernandez,0-1,6rk/7p/nQ2p2r/p1p2p2/2P5/P4P2/1PB4K/4R1R1 w - - 1 30
FICS rated standard game,FICS freechess.org,2023.01.15,?,hastrman,Achonk,0-1,7k/1b6/4p2p/pp3p1B/5Pp1/PP4P1/3r2P1/1q4K1 w - - 2 42
FICS rated standard game,FICS freechess.org,2023.01.15,?,rumbia,kamenozrout,1-0,2Q1k3/p5pp/p1PrN3/8/8/4P2P/6P1/6K1 b - - 0 42
FICS rated standard game,FICS freechess.org,2023.01.15,?,konozrout,SEPry,0-1,rn1qk2r/pp6/3bb3/3pP1p1/7p/4P1Q1/PPP2PPP/R3K2R w KQkq - 0 15
FICS rated standard game,FICS freechess.org,2023.01.15,?,MichaelOgbeide,Betin,1-0,8/8/k4P2/6K1/1R1N4/2P5/1P3r2/3b4 b - - 0 60
FICS rated standard game,FICS freechess.org,2023.01.15,?,KnightMeKing,Slek,0-1,2k5/1p6/8/2p3p1/PPP2p2/1R4np/6r1/7K w - - 3 41
FICS rated standard game,FICS freechess.org,2023.01.15,?,Betin,MichaelOgbeide,0-1,r1b3k1/pp4q1/2n1pn2/3pbr2/3P4/2PQ4/PP1B2PP/R4RK1 w - - 0 20
FICS rated standard game,FICS freechess.org,2023.01.15,?,Slek,KnightMeKing,1-0,4rrk1/pp3b1p/2p2PpQ/2qp4/4pN2/4N1P1/P1B4P/4RR1K b - - 1 31
FICS rated standard game,FICS freechess.org,2023.01.15,?,MichaelOgbeide,Betin,1-0,r2q1r2/1ppnbk2/p2p2Q1/3P2B1/P1N1p3/2N5/1PP2P2/R3K1R1 b Q - 0 20
FICS rated standard game,FICS freechess.org,2023.01.15,?,KnightMeKing,blore,0-1,8/1k6/1p1p2b1/p7/P4K2/1P3R2/7p/2r5 w - - 0 59
FICS rated standard game,FICS freechess.org,2023.01.15,?,blore,KnightMeKing,1-0,8/6pp/1r5k/6b1/7P/1b1Q4/p5P1/R6K b - - 0 53
FICS rated standard game,FICS freechess.org,2023.01.15,?,Betin,kunde,1/2-1/2,8/8/4k3/6p1/3K1p1p/5P1P/6P1/8 b - - 8 49
FICS rated standard game,FICS freechess.org,2023.01.15,?,Sheyer,Notarious,0-1,5k2/p2B1pp1/1p1n3p/2p5/2P5/1P3P2/7P/6K1 w - - 1 43
FICS rated standard game,FICS freechess.org,2023.01.15,?,kunde,Betin,0-1,r6k/pp5p/2p3p1/8/1PPb1n1B/P4PK1/5P1P/1R1B3r w - - 0 27
FICS rated standard game,FICS freechess.org,2023.01.15,?,KnightMeKing,blore,0-1,6k1/pp3pp1/7p/8/2R5/1P3n2/r6P/6K1 w - - 2 43
FICS rated standard game,FICS freechess.org,2023.01.15,?,blore,KnightMeKing,1-0,8/8/8/8/5RB1/7k/5r1P/7K b - - 2 55
FICS rated standard game,FICS freechess.org,2023.01.15,?,Betin,Slek,0-1,8/5k2/2P5/8/7P/6K1/6P1/q7 w - - 0 56
FICS rated standard game,FICS freechess.org,2023.01.15,?,MichaelOgbeide,blore,1-0,8/R7/3k4/2p5/8/4N3/4rPP1/5K2 b - - 1 49
FICS rated standard game,FICS freechess.org,2023.01.15,?,Achonk,hastrman,0-1,8/1r5p/p1n2pk1/3qpN1b/3p1n2/B2P3B/2R2P1R/2Q1K3 w - - 0 50
FICS rated standard game,FICS freechess.org,2023.01.15,?,MichailovA,kunde,0-1,4r1qk/1Q5b/6RR/2P3r1/8/5P2/6KP/8 w - - 3 48
FICS rated standard game,FICS freechess.org,2023.01.15,?,blore,MichaelOgbeide,0-1,r5k1/3nrpp1/2p1q2p/ppQp1b2/3P3P/P1N1P1P1/1P3PB1/R4RK1 w - - 1 24
FICS rated standard game,FICS freechess.org,2023.01.15,?,MichaelOgbeide,blore,1-0,8/5K2/1p6/p7/2P2k1Q/1P6/5p2/4q2R b - - 1 52
FICS rated standard game,FICS freechess.org,2023.01.15,?,blore,MichaelOgbeide,1-0,8/8/PK4k1/1P2R1P1/8/8/8/2r5 b - - 20 70
FICS rated standard game,FICS freechess.org,2023.01.15,?,JaiMan,hastrman,0-1,2r5/p3b3/k7/4N3/3p4/1q4P1/5P1P/5NK1 w - - 0 48
FICS rated standard game,FICS freechess.org,2023.01.14,?,hastrman,JaiMan,1/2-1/2,8/4b3/4B3/8/5k1p/p1K4P/8/8 b - - 10 72
FICS rated standard game,FICS freechess.org,2023.01.14,?,JaiMan,hastrman,0-1,7Q/pp2nk2/7p/2p5/2Pp4/P2P3p/1P3P2/3q1K2 w - - 2 40
FICS rated standard game,FICS freechess.org,2023.01.14,?,hastrman,JaiMan,1-0,2Q3k1/8/8/K7/8/PP5p/5r2/8 b - - 0 51
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,blore,0-1,6k1/p4pp1/8/1p4Pp/2p1bP2/2P5/3B1KBr/8 w - - 4 35
FICS rated standard game,FICS freechess.org,2023.01.14,?,blore,Aromas,1-0,1r6/4k1p1/p4p1p/3R1P1P/1PP3P1/2K5/P7/8 b - - 2 33
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,IFDThor,1-0,8/8/8/4p1k1/4P2p/4KP1P/4N3/8 b - - 0 49
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,IFDThor,0-1,8/p4N2/6p1/2pp4/8/7P/P2K1k2/4q3 w - - 0 40
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,IFDThor,0-1,6k1/p4p1p/3Q2p1/8/p7/8/5PPP/4r1K1 w - - 1 37
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,IFDThor,0-1,4r1k1/pq3ppp/3p1b2/2p2P2/8/4BPP1/6KP/4Q3 w - - 0 30
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,IFDThor,0-1,2kr3r/pppb1ppp/4p3/3P4/2B1P3/b4N2/P1Q2PPP/q1B2K1R w - - 2 16
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,IFDThor,0-1,r3R3/ppqkb3/2p5/3p4/3P3r/P1P5/6PP/6K1 w - - 0 27
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,IFDThor,0-1,8/8/1p6/8/p6k/5K2/8/8 w - - 0 46
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,IFDThor,1-0,8/3k4/p6p/6p1/P2KNp2/1P3P1P/6P1/8 b - - 2 42
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,IFDThor,0-1,r3brk1/ppq5/n1p1p2Q/5pB1/3P4/2P4P/PPB2bP1/R6K w - - 0 21
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,IFDThor,0-1,rq2rbk1/pb3p1p/5Bp1/1p6/7Q/2P1pP2/2B3PP/3R3K w - - 0 28
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,IFDThor,0-1,r3r1k1/p3bp1p/8/2p1P1p1/3p1B2/5bNP/PP3P2/R3R1K1 w - - 0 21
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,IFDThor,0-1,6k1/p2R2pp/8/P3pp2/1P6/6P1/2r2bKP/8 w - - 0 41
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,IFDThor,0-1,r5k1/pp1q1p2/7p/4Q1p1/P7/1n4P1/1P3PP1/6K1 w - - 0 23
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,kamenozrout,0-1,r1bq1rk1/pp3ppp/2N1pn2/2b5/4p3/2N1BP2/PPP1B1PP/R2Q1RK1 b - - 0 11
FICS rated standard game,FICS freechess.org,2023.01.14,?,Notarious,exeComp,1-0,8/2k4p/7P/2P5/2P5/6K1/8/8 w - - 1 52
FICS rated standard game,FICS freechess.org,2023.01.14,?,exeComp,Notarious,1/2-1/2,r3rbk1/1p1bqp2/2p2np1/2n4p/p2N4/P1N1P1PP/1PQ2PB1/2RRB1K1 w - - 14 31
FICS rated standard game,FICS freechess.org,2023.01.14,?,family,GriffyJr,1/2-1/2,7k/7P/7K/5B2/8/8/8/8 b - - 2 72
FICS rated standard game,FICS freechess.org,2023.01.14,?,Achonk,hastrman,1-0,k7/2Q2bp1/1Np4r/p4P2/3pP1P1/P1b5/4B1P1/6K1 b - - 8 40
FICS rated standard game,FICS freechess.org,2023.01.14,?,HANOTODEWAMAUT,exeComp,0-1,r3kbn1/pp3pp1/2b1p3/2p1P2P/6q1/1PPp4/P2P1P1P/RNB2RK1 w q - 0 14
FICS rated standard game,FICS freechess.org,2023.01.14,?,ArasanX,exeComp,1-0,3r4/4R3/5N1k/2p4p/5p2/2K4P/6R1/8 b - - 5 60
FICS rated standard game,FICS freechess.org,2023.01.14,?,damouno,Aromas,1-0,5k2/3P1p2/5Pp1/8/2r3P1/1p2K2P/1B6/8 b - - 2 50
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,damouno,0-1,r3k2r/pb3pp1/3qp2p/2p2n2/8/4PN2/PPP3PP/R2Q1RK1 w kq - 0 16
FICS rated standard game,FICS freechess.org,2023.01.14,?,rodnojo,Aromas,1/2-1/2,7K/7P/6q1/8/6k1/8/8/8 w - - 24 85
FICS rated standard game,FICS freechess.org,2023.01.14,?,Aromas,rodnojo,0-1,3r1r1k/pp4pp/7b/5P2/1P5P/PBPp3Q/1B1q2P1/3K3R w - - 4 27
FICS unrated standard game,FICS freechess.org,2023.01.14,?,IMThomasBeerdsen,IMRVaishali,1/2-1/2,r2q1kr1/1p1nb2Q/p1b1p3/8/3B2p1/2N5/PPP2PPP/3R1BK1 w - - 10 26
FICS unrated standard game,FICS freechess.org,2023.01.14,?,GMAbhimanyuMishra,ElineRoebers,1-0,2B3k1/5pp1/R1b3rp/3p4/1PnB4/4P2P/5PP1/6K1 b - - 0 33
FICS unrated standard game,FICS freechess.org,2023.01.14,?,GMYilmaz,GMVelimirIvic,1/2-1/2,r6k/6p1/3N1p2/1R1b4/1B3P1P/Pr2KnR1/7P/8 w - - 8 46
FICS unrated standard game,FICS freechess.org,2023.01.14,?,GMLami,GMLuisPauloSupi,1/2-1/2,7r/5r1k/2p5/2P2P2/5Q2/4Pp1p/P6P/q5RK b - - 9 51
FICS unrated standard game,FICS freechess.org,2023.01.14,?,GMDonchenko,GMJSindarov,1/2-1/2,4k3/pp6/3p2p1/4p3/4PPn1/1P1r1NPp/PK5P/2R5 w - - 9 34
FICS unrated standard game,FICS freechess.org,2023.01.14,?,GMMAminTabatabaei,GMAdhiban,1/2-1/2,8/8/3K4/8/6b1/k7/8/8 w - - 0 68
FICS unrated standard game,FICS freechess.org,2023.01.14,?,GMPMaghsoodloo,GMVincentKeymer,1/2-1/2,6k1/6p1/2qbp2p/8/8/P3R1P1/4QK1P/8 b - - 0 33
FICS unrated standard game,FICS freechess.org,2023.01.14,?,GMRPraggnanandhaa,GMArjunErigaisi,1/2-1/2,8/Q4nk1/1p4p1/3p4/3P3q/5P2/P3NK2/8 w - - 2 41
FICS unrated standard game,FICS freechess.org,2023.01.14,?,GMRapport,GMNAbdusattorov,0-1,4R3/p2P4/8/2K3p1/8/7P/1pk5/3r4 w - - 1 48
FICS unrated standard game,FICS freechess.org,2023.01.14,?,GMVanForeest,GMSo,1/2-1/2,8/8/pp6/7p/4K1k1/B5P1/P7/3b4 b - - 1 50
FICS unrated standard game,FICS freechess.org,2023.01.14,?,GMDGukesh,GMDing,0-1,3r1k2/8/1R6/2P3p1/3b4/P5pb/5P2/2R3K1 w - - 1 39
FICS unrated standard game,FICS freechess.org,2023.01.14,?,GMCaruana,GMGiri,1/2-1/2,6k1/5pp1/b1r1p2p/8/1Q2P3/2qP3P/4BPP1/1R4K1 b - - 0 31
FICS unrated standard game,FICS freechess.org,2023.01.14,?,GMCarlsen,GMAronian,1/2-1/2,3RQ3/1p4p1/2p1p1k1/1q5p/1P5P/6P1/5PK1/4r3 b - - 12 41
FICS rated standard game,FICS freechess.org,2023.01.14,?,exeComp,ArasanX,1/2-1/2,8/8/8/8/8/8/5K2/1k6 w - - 0 123
FICS rated standard game,FICS freechess.org,2023.01.14,?,HappyPawns,kamenozrout,1-0,qr2kR2/3N3Q/8/4p3/3p4/8/rP4PP/6K1 b - - 11 37
FICS rated standard game,FICS freechess.org,2023.01.14,?,IFDThor,HappyPawns,0-1,6k1/pp3p1p/n5p1/8/P5P1/4r3/1r3PKP/7R w - - 0 30
FICS rated standard game,FICS freechess.org,2023.01.14,?,HappyPawns,GriffyJr,1-0,2QN2k1/5ppp/p2Np3/1p2P3/8/1b5P/5PP1/6K1 b - - 0 33
FICS rated standard game,FICS freechess.org,2023.01.14,?,blore,damouno,1/2-1/2,r1br2k1/pp4pp/1b2q3/3p1p2/3Nn3/1Q2P1P1/PP3PBP/R2RB1K1 b - - 7 23
FICS unrated standard game,FICS freechess.org,2023.01.14,?,GMMaxWarmerdam,GMJergusPechac,1-0,r3qk2/p1p3RN/3p4/1pnP1p2/7P/8/PBB2RP1/6K1 b - - 2 31
FICS unrated standard game,FICS freechess.org,2023.01.14,?,axeltiger,LNO,1-0,7k/4P2p/2p2Pp1/2p5/8/2PP3P/6R1/2K5 b - - 0 48
FICS rated standard game,FICS freechess.org,2023.01.14,?,kunde,blore,0-1,8/8/3k4/p2p1P2/P2K3p/2P5/8/8 w - - 0 37
FICS rated standard game,FICS freechess.org,2023.01.14,?,blore,kunde,1-0,6b1/8/2k1p3/4P1p1/2KPN3/6P1/8/8 b - - 3 47
FICS rated standard game,FICS freechess.org,2023.01.14,?,soopaman,exeComp,0-1,r1bqkbnr/pp3ppp/2npp3/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R b KQkq - 0 5
FICS rated standard game,FICS freechess.org,2023.01.14,?,kunde,blore,1/2-1/2,K6R/P1k5/8/8/8/8/2r5/8 w - - 35 84
FICS rated standard game,FICS freechess.org,2023.01.14,?,SEPry,konozrout,1-0,6R1/3k1p1P/4p3/3pP3/3b4/K4P2/2R3P1/8 b - - 0 42
FICS rated standard game,FICS freechess.org,2023.01.14,?,GoldBarMM,konozrout,1-0,1r4kr/2p3p1/2p1R2p/p2q1N2/5Q2/8/PP1B1PPK/4R3 b - - 0 24
FICS rated standard game,FICS freechess.org,2023.01.14,?,konozrout,GoldBarMM,0-1,r7/pp3Qbp/1k6/2p5/PnPp2b1/3qPpP1/1P3P1P/2R1K2R w K - 0 24
FICS rated standard game,FICS freechess.org,2023.01.14,?,GoldBarMM,konozrout,1-0,r4k1r/1pR3p1/2RPBp1p/p2Pp3/P5P1/B7/4K2P/8 b - - 0 32
FICS rated standard game,FICS freechess.org,2023.01.14,?,Notarious,sitaraam,1-0,rnb1k2r/pppp1ppp/7n/b3N3/2BPN3/8/PPP2PPP/R1BQ1K1R b kq - 0 8
FICS rated standard game,FICS freechess.org,2023.01.14,?,konozrout,GoldBarMM,0-1,3r1k2/p4p2/7R/6PN/3b1P2/5b1P/3p1r2/3R2K1 w - - 3 40
FICS rated standard game,FICS freechess.org,2023.01.14,?,KnightMeKing,Nahka,0-1,8/8/p7/1p1pkp2/7R/4PBKP/8/4q3 w - - 2 44
FICS rated standard game,FICS freechess.org,2023.01.14,?,rodnojo,KnightMeKing,0-1,5r1k/p2PQ1pp/1p6/8/8/P6P/5p1K/6q1 w - - 2 48
FICS rated standard game,FICS freechess.org,2023.01.14,?,KnightMeKing,rodnojo,1-0,3k4/p3b2p/2N1Bp2/1p2p3/1P1q2r1/P2r4/5R1P/R3Q2K b - - 6 26
FICS rated standard game,FICS freechess.org,2023.01.14,?,rodnojo,KnightMeKing,1-0,5n2/p3kpQ1/1p1Rp2p/4P3/1Pq2B2/8/P4PPP/3R2K1 w - - 3 23
FICS unrated standard game,FICS freechess.org,2023.01.14,?,rodnojo,bacoschach,1-0,8/7p/p3kPp1/1p4P1/4K3/7P/PPP5/8 b - - 0 34
FICS rated standard game,FICS freechess.org,2023.01.14,?,MichaelOgbeide,Slek,0-1,2r2k2/bP5p/6p1/3B1p2/8/1P5P/8/6K1 w - - 0 34
FICS rated standard game,FICS freechess.org,2023.01.14,?,Slek,MichaelOgbeide,1-0,6k1/6r1/1q1N3Q/3pP1P1/pp1P4/P3P3/6P1/5K2 b - - 0 44
FICS rated standard game,FICS freechess.org,2023.01.14,?,pikozrout,feligres,1/2-1/2,8/8/8/6n1/8/6k1/8/1K6 w - - 0 74
FICS rated standard game,FICS freechess.org,2023.01.14,?,JaiMan,hastrman,0-1,4r2k/pp4pp/2n3b1/2q1p1Q1/3p4/P5B1/r5PP/4R1K1 w - - 0 38
FICS rated standard game,FICS freechess.org,2023.01.14,?,feligres,pikozrout,1-0,1kr2r2/1p4pp/1pP5/1NR5/Q7/8/PP2B1PP/6K1 b - - 0 24
FICS rated standard game,FICS freechess.org,2023.01.14,?,hastrman,JaiMan,1-0,5Q2/8/8/4K3/3Q4/8/2k5/8 b - - 0 119
FICS rated standard game,FICS freechess.org,2023.01.14,?,Alexbourg,SpeckEngine,0-1,7r/p2p3p/1p3pkp/4pN2/2Pp2PR/7P/PP3K2/8 w - - 2 32
FICS rated standard game,FICS freechess.org,2023.01.14,?,JaiMan,hastrman,0-1,5rk1/ppp3pp/8/2r5/3P4/1P5q/P4P1P/R3QK2 w - - 2 31
FICS rated standard game,FICS freechess.org,2023.01.14,?,Achonk,leevorotation,1-0,r7/p4Q2/k1p2p2/1pB1b3/1P1N3p/P6P/2P5/2K5 b - - 3 49
FICS rated standard game,FICS freechess.org,2023.01.14,?,hastrman,JaiMan,1-0,2q2rk1/2r2p1p/p4Qn1/1p6/3BP3/8/1PP3PP/R3R2K b - - 0 29
FICS rated standard game,FICS freechess.org,2023.01.14,?,JaiMan,hastrman,0-1,6k1/ppp2ppp/2B5/2P5/3p4/P2P4/2P1nPPP/4rNK1 w - - 1 28
FICS rated standard game,FICS freechess.org,2023.01.14,?,hastrman,JaiMan,0-1,8/8/4pk2/7K/3r4/4n3/8/8 w - - 4 82
FICS rated standard game,FICS freechess.org,2023.01.14,?,feligres,konozrout,1-0,4kb1R/4r3/3B1P2/3K4/7P/1P6/8/8 b - - 0 43
FICS rated standard game,FICS freechess.org,2023.01.14,?,kamenozrout,rumbia,0-1,4R3/3k4/4pp2/7p/7P/P4P2/1r5r/4K3 w - - 2 50
FICS rated standard game,FICS freechess.org,2023.01.14,?,blore,Slek,1-0,r7/8/P2p2p1/8/1N2k3/2P4P/3R3K/8 b - - 2 57
FICS rated standard game,FICS freechess.org,2023.01.14,?,damouno,Slek,0-1,6k1/5p1p/p1b2Kq1/5N2/4r3/8/8/4R3 w - - 2 50
FICS rated standard game,FICS freechess.org,2023.01.14,?,Slek,damouno,0-1,r6k/ppp3pp/2nbB3/3Q2B1/3Pn3/2P2P2/PP3q2/R3RK2 w - - 0 21
FICS rated standard game,FICS freechess.org,2023.01.13,?,ArasanX,Notarious,1/2-1/2,4kr2/4bp2/3pb3/1QP1Pn2/8/1PP3PP/5N1K/r7 b - - 11 46
FICS rated standard game,FICS freechess.org,2023.01.13,?,Notarious,ArasanX,1/2-1/2,8/8/2k3p1/2pnb1Bp/p1Br3P/PP3RP1/6K1/8 b - - 23 80
FICS rated standard game,FICS freechess.org,2023.01.13,?,ArasanX,exeComp,1/2-1/2,8/4b3/8/8/6k1/8/6K1/4B3 w - - 0 123
FICS rated standard game,FICS freechess.org,2023.01.13,?,blore,damouno,1/2-1/2,8/8/8/3p4/3Bb1p1/1k2PpP1/5K2/8 w - - 2 69
FICS rated standard game,FICS freechess.org,2023.01.13,?,hastrman,JaiMan,0-1,6k1/5p1p/1p4p1/P1p2n2/8/7Q/5PPP/4r2K w - - 0 42
FICS rated standard game,FICS freechess.org,2023.01.13,?,JaiMan,hastrman,0-1,8/ppp2rkp/3p4/8/4q3/1Q1p2P1/2r2b1P/5R1K w - - 2 40
FICS rated standard game,FICS freechess.org,2023.01.13,?,hastrman,JaiMan,0-1,2Q5/5ppk/3p3p/2p1bP2/P1P1P3/5BP1/1r5q/6RK w - - 0 38
FICS rated standard game,FICS freechess.org,2023.01.13,?,exeComp,ArasanX,1/2-1/2,8/8/8/3K4/8/2k5/8/5r1R b - - 100 109
FICS rated standard game,FICS freechess.org,2023.01.13,?,JaiMan,hastrman,1-0,4R2k/pp4pp/1q6/8/n7/2P3P1/1P3PP1/6K1 b - - 0 35
FICS rated standard game,FICS freechess.org,2023.01.13,?,Aromas,kamenozrout,0-1,r4rk1/ppp2ppp/2n5/5b2/4q1n1/N1P1PN1P/PP2B1P1/R1Q2RK1 b - - 0 13
FICS rated standard game,FICS freechess.org,2023.01.13,?,Notarious,konozrout,1-0,3r1rk1/1pp2p2/p2p2RQ/8/5B2/1BP5/PP6/7K b - - 0 38
FICS rated standard game,FICS freechess.org,2023.01.13,?,Aromas,IFDStock,0-1,3r2r1/p1p4k/1p3b1P/3bpp2/8/1P2BN1P/1PP5/3RRK2 w - - 0 28
FICS rated standard game,FICS freechess.org,2023.01.13,?,Aromas,IFDStock,0-1,r6r/1b1p2k1/p1n1pp2/1pb3N1/4P1P1/P1NB4/1PPQ1PPq/R4RK1 w - - 1 19
FICS rated standard game,FICS freechess.org,2023.01.13,?,StickyPawn,Aromas,0-1,8/6pk/7p/5p2/p4P2/3bq1P1/P5BP/5K2 w - - 0 36
FICS rated standard game,FICS freechess.org,2023.01.13,?,Aromas,StickyPawn,0-1,8/pQ3pk1/6rn/2p2p2/2P5/6qP/PP6/4R2K w - - 3 35
FICS rated standard game,FICS freechess.org,2023.01.13,?,StickyPawn,Aromas,0-1,5rk1/p4pp1/7p/3Bp3/Q7/6P1/PR5P/5q1K w - - 1 27
FICS rated standard game,FICS freechess.org,2023.01.13,?,Achonk,hastrman,0-1,1k6/8/2Q2p2/2P1p2p/1B1pn3/5q2/K7/8 b - - 4 50
FICS rated standard game,FICS freechess.org,2023.01.13,?,Aromas,StickyPawn,0-1,3r3r/pp4k1/2ppBp2/4pPp1/2P1P1Q1/4q2p/PP6/1K1R4 w - - 0 26
FICS rated standard game,FICS freechess.org,2023.01.13,?,StickyPawn,Aromas,1-0,3r1rk1/p5pp/n1pb4/2p1P3/5P2/P1N3P1/1PPB3P/2KR3R b - - 0 19
FICS rated standard game,FICS freechess.org,2023.01.13,?,Notarious,konozrout,1-0,r3rb2/2p1k3/p1q5/1p1BP1R1/3P4/5Q1P/PP3P1K/R7 b - - 0 29
FICS rated standard game,FICS freechess.org,2023.01.13,?,GriffyJr,family,1-0,8/8/8/7P/3K1kQ1/5B2/8/8 b - - 6 53
FICS rated standard game,FICS freechess.org,2023.01.13,?,konozrout,Notarious,0-1,6k1/8/1p2p3/3b4/P5pP/5q2/5P1K/6Q1 w - - 0 47
